maxepsilon,minpoint,nbrlibrary,nbrapplication,stepepsilon,nbrPattern,PUC,Datetime
0.7,10,1459,1001,0.05,10,0.5849153685538124,2021-07-23 15:25:57.589292
0.7,10,1459,1001,0.012,10,0.5849153685538124,2021-07-23 16:36:42.475449
0.7,2,1459,1001,0.012,95,0.6661584588695489,2021-07-23 17:24:59.757978
0.7,4,1459,1001,0.012,47,0.559888729032169,2021-07-23 23:11:34.587911
