maxepsilon,minpoint,nbrlibrary,nbrapplication,stepepsilon,nbrPattern,PUC,Datetime
0.2,10,1459,1001,0.012,3,1,02:36.9
0.3,10,1459,1001,0.012,3,1,29:32.3
0.4,10,1459,1001,0.012,4,0.947802198,11:54.5
0.5,10,1459,1001,0.012,5,0.841471572,02:32.6
0.6,10,1459,1001,0.012,6,0.861832371,01:33.6
0.7,10,1459,1001,0.012,10,0.584915369,06:31.8
0.8,10,1459,1001,0.012,21,0.364574602,17:56.3
0.9,10,1459,1001,0.012,28,0.33239864,31:52.1
1,10,1459,1001,0.012,2,0.487100019,46:25.5
