file,app,iscorrect,topk,isCorrectMRR,firstrankIscorrect
fold_1valid.csv,Applicatons/libraries,0,7,0,0
fold_1valid.csv,project147,0,7,0,0
fold_1valid.csv,project512,0,7,0,0
fold_1valid.csv,project928,1,7,1,0.5
fold_1valid.csv,project534,0,7,0,0
fold_1valid.csv,project480,0,7,0,0
fold_1valid.csv,project502,0,7,0,0
fold_1valid.csv,project90,1,7,1,0.3333333333333333
fold_1valid.csv,project765,0,7,0,0
fold_1valid.csv,project15,1,7,1,0.3333333333333333
fold_1valid.csv,project528,0,7,0,0
fold_1valid.csv,project665,0,7,0,0
fold_1valid.csv,project56,1,7,1,0.16666666666666666
fold_1valid.csv,project10,1,7,1,1.0
fold_1valid.csv,project604,0,7,0,0
fold_1valid.csv,project826,1,7,1,1.0
fold_1valid.csv,project33,1,7,1,1.0
fold_1valid.csv,project404,0,7,0,0
fold_1valid.csv,project36,1,7,1,1.0
fold_1valid.csv,project673,1,7,1,1.0
fold_1valid.csv,project286,0,7,0,0
fold_1valid.csv,project741,1,7,1,1.0
fold_1valid.csv,project406,1,7,1,1.0
fold_1valid.csv,project339,0,7,0,0
fold_1valid.csv,project390,1,7,1,0.3333333333333333
fold_1valid.csv,project518,0,7,0,0
fold_1valid.csv,project228,0,7,0,0
fold_1valid.csv,project603,0,7,0,0
fold_1valid.csv,project521,0,7,0,0
fold_1valid.csv,project116,0,7,0,0
fold_1valid.csv,project584,0,7,0,0
fold_1valid.csv,project936,0,7,0,0
fold_1valid.csv,project494,1,7,1,1.0
fold_1valid.csv,project79,0,7,0,0
fold_1valid.csv,project956,1,7,1,1.0
fold_1valid.csv,project159,1,7,1,1.0
fold_1valid.csv,project728,1,7,1,0.2
fold_1valid.csv,project476,0,7,0,0
fold_1valid.csv,project180,0,7,0,0
fold_1valid.csv,project639,1,7,1,0.25
fold_1valid.csv,project825,1,7,1,1.0
fold_1valid.csv,project385,0,7,1,0.09090909090909091
fold_1valid.csv,project238,1,7,1,1.0
fold_1valid.csv,project173,1,7,1,1.0
fold_1valid.csv,project12,0,7,0,0
fold_1valid.csv,project335,0,7,0,0
fold_1valid.csv,project692,1,7,1,0.14285714285714285
fold_1valid.csv,project174,0,7,0,0
fold_1valid.csv,project635,1,7,1,1.0
fold_1valid.csv,project619,1,7,1,0.2
fold_1valid.csv,project252,1,7,1,0.14285714285714285
fold_1valid.csv,project277,0,7,0,0
fold_1valid.csv,project537,0,7,0,0
fold_1valid.csv,project152,1,7,1,0.14285714285714285
fold_1valid.csv,project394,0,7,0,0
fold_1valid.csv,project121,0,7,0,0
fold_1valid.csv,project142,0,7,0,0
fold_1valid.csv,project109,0,7,0,0
fold_1valid.csv,project351,1,7,1,0.16666666666666666
fold_1valid.csv,project959,0,7,0,0
fold_1valid.csv,project215,1,7,1,1.0
fold_1valid.csv,project94,0,7,0,0
fold_1valid.csv,project775,1,7,1,1.0
fold_1valid.csv,project969,1,7,1,1.0
fold_1valid.csv,project209,0,7,0,0
fold_1valid.csv,project362,0,7,0,0
fold_1valid.csv,project76,1,7,1,0.3333333333333333
fold_1valid.csv,project697,0,7,0,0
fold_1valid.csv,project883,1,7,1,0.2
fold_1valid.csv,project402,1,7,1,1.0
fold_1valid.csv,project235,0,7,0,0
fold_1valid.csv,project990,0,7,0,0
fold_1valid.csv,project24,0,7,0,0
fold_1valid.csv,project698,0,7,0,0
fold_1valid.csv,project290,1,7,1,1.0
fold_1valid.csv,project724,1,7,1,0.5
fold_1valid.csv,project530,0,7,0,0
fold_1valid.csv,project628,1,7,1,1.0
fold_1valid.csv,project245,0,7,0,0
fold_1valid.csv,project458,0,7,0,0
fold_1valid.csv,project81,0,7,0,0
fold_1valid.csv,project608,0,7,0,0
fold_1valid.csv,project482,0,7,0,0
fold_1valid.csv,project960,1,7,1,1.0
fold_1valid.csv,project138,1,7,1,0.5
fold_1valid.csv,project941,1,7,1,1.0
fold_1valid.csv,project749,1,7,1,1.0
fold_1valid.csv,project73,0,7,1,0.08333333333333333
fold_1valid.csv,project517,1,7,1,1.0
fold_1valid.csv,project386,0,7,0,0
fold_1valid.csv,project221,0,7,0,0
fold_1valid.csv,project878,1,7,1,0.3333333333333333
fold_1valid.csv,project251,0,7,0,0
fold_1valid.csv,project48,0,7,0,0
fold_1valid.csv,project256,0,7,0,0
fold_1valid.csv,project704,0,7,1,0.1111111111111111
fold_1valid.csv,project777,1,7,1,1.0
fold_1valid.csv,project738,1,7,1,0.5
fold_1valid.csv,project932,0,7,0,0
fold_1valid.csv,project14,0,7,0,0
fold_1valid.csv,project716,1,7,1,1.0
fold_2valid.csv,Applicatons/libraries,0,7,0,0
fold_2valid.csv,project691,1,7,1,0.2
fold_2valid.csv,project305,0,7,1,0.1
fold_2valid.csv,project25,1,7,1,1.0
fold_2valid.csv,project333,0,7,0,0
fold_2valid.csv,project140,0,7,0,0
fold_2valid.csv,project46,1,7,1,1.0
fold_2valid.csv,project626,1,7,1,0.5
fold_2valid.csv,project839,1,7,1,1.0
fold_2valid.csv,project77,1,7,1,1.0
fold_2valid.csv,project688,1,7,1,0.25
fold_2valid.csv,project789,1,7,1,1.0
fold_2valid.csv,project338,0,7,0,0
fold_2valid.csv,project445,1,7,1,0.16666666666666666
fold_2valid.csv,project953,1,7,1,0.3333333333333333
fold_2valid.csv,project29,1,7,1,0.5
fold_2valid.csv,project652,1,7,1,0.3333333333333333
fold_2valid.csv,project137,1,7,1,0.5
fold_2valid.csv,project69,0,7,0,0
fold_2valid.csv,project464,0,7,0,0
fold_2valid.csv,project703,0,7,1,0.015384615384615385
fold_2valid.csv,project721,0,7,0,0
fold_2valid.csv,project682,1,7,1,0.2
fold_2valid.csv,project870,1,7,1,0.5
fold_2valid.csv,project906,0,7,0,0
fold_2valid.csv,project324,1,7,1,1.0
fold_2valid.csv,project996,1,7,1,0.5
fold_2valid.csv,project593,1,7,1,1.0
fold_2valid.csv,project149,1,7,1,0.25
fold_2valid.csv,project131,1,7,1,1.0
fold_2valid.csv,project365,0,7,0,0
fold_2valid.csv,project644,1,7,1,0.5
fold_2valid.csv,project885,1,7,1,0.5
fold_2valid.csv,project756,0,7,0,0
fold_2valid.csv,project344,0,7,0,0
fold_2valid.csv,project429,1,7,1,1.0
fold_2valid.csv,project725,1,7,1,0.5
fold_2valid.csv,project613,1,7,1,0.5
fold_2valid.csv,project343,0,7,0,0
fold_2valid.csv,project92,0,7,0,0
fold_2valid.csv,project303,1,7,1,0.2
fold_2valid.csv,project808,1,7,1,1.0
fold_2valid.csv,project621,0,7,1,0.1
fold_2valid.csv,project364,1,7,1,0.3333333333333333
fold_2valid.csv,project981,1,7,1,0.5
fold_2valid.csv,project967,1,7,1,0.3333333333333333
fold_2valid.csv,project198,1,7,1,0.25
fold_2valid.csv,project694,0,7,1,0.02040816326530612
fold_2valid.csv,project574,0,7,0,0
fold_2valid.csv,project177,0,7,0,0
fold_2valid.csv,project549,1,7,1,1.0
fold_2valid.csv,project130,0,7,0,0
fold_2valid.csv,project143,0,7,0,0
fold_2valid.csv,project242,1,7,1,1.0
fold_2valid.csv,project233,1,7,1,1.0
fold_2valid.csv,project105,1,7,1,0.3333333333333333
fold_2valid.csv,project352,1,7,1,0.16666666666666666
fold_2valid.csv,project144,1,7,1,1.0
fold_2valid.csv,project306,0,7,0,0
fold_2valid.csv,project460,1,7,1,1.0
fold_2valid.csv,project431,1,7,1,0.2
fold_2valid.csv,project922,1,7,1,1.0
